,customer message,admin reply
20376,You sent a photo.,ขอส่วนลดในส่วนของ currency ด้วยได้มั้ยคะ กำลังศึกษาข้อมูลในการเทรดค่ะ
20377,You sent a photo.,ขอส่วนลดในส่วนของ currency ด้วยได้มั้ยคะ กำลังศึกษาข้อมูลในการเทรดค่ะ
20379,ขอส่วนลดในส่วนของ currency ด้วยได้มั้ยคะ กำลังศึกษาข้อมูลในการเทรดค่ะ,You sent a sticker.
20380,ขอส่วนลดในส่วนของ currency ด้วยได้มั้ยคะ กำลังศึกษาข้อมูลในการเทรดค่ะ,You sent a sticker.
20383,"You sent a photo.
สวัสดีค่ะ รบกวนสอบถามรายละเอียด MT 5 ค่ะ
ไม่เคยใช้งาน รบกวนแนะนำด้วยค่ะ",You sent a sticker.
20384,"You sent a photo.
สวัสดีค่ะ รบกวนสอบถามรายละเอียด MT 5 ค่ะ
ไม่เคยใช้งาน รบกวนแนะนำด้วยค่ะ",You sent a sticker.
20387,"เจ้าหน้าที่แจ้งว่าค่าคอม 0.1% สำหรับหุ้น 
ไม่ทราบว่าค่าคอม MT 5 เทรด Tflex เท่าไหร่คะ",ขอบคุณค่ะ
20390,สวัสดีค่ะ สนใจเปิดบัญชี เทรด MT4 ค่ะ,ค่ะ
20392,ค่ะ,ค่ะ
20394,ค่ะ,ค่ะ
20395,ค่ะ,ค่ะ
20397,ค่ะ,You sent a sticker.
20399,You sent a sticker.,You sent a sticker.
20400,You sent a sticker.,You sent a sticker.
20402,You sent a sticker.,ค่ะ
20403,You sent a sticker.,ค่ะ
20406,รบกวนสอบถาม วิธีการเติมเงินเข้า MT4 ค่ะ,You sent a sticker.
20407,รบกวนสอบถาม วิธีการเติมเงินเข้า MT4 ค่ะ,You sent a sticker.
20408,รบกวนสอบถาม วิธีการเติมเงินเข้า MT4 ค่ะ,You sent a sticker.
20409,รบกวนสอบถาม วิธีการเติมเงินเข้า MT4 ค่ะ,You sent a sticker.
20410,รบกวนสอบถาม วิธีการเติมเงินเข้า MT4 ค่ะ,You sent a sticker.
20412,You sent a sticker.,"You sent a photo.
เรียบร้อยแล้วค่ะ"
20413,You sent a sticker.,"You sent a photo.
เรียบร้อยแล้วค่ะ"
20414,You sent a sticker.,"You sent a photo.
เรียบร้อยแล้วค่ะ"
20415,You sent a sticker.,"You sent a photo.
เรียบร้อยแล้วค่ะ"
20416,You sent a sticker.,"You sent a photo.
เรียบร้อยแล้วค่ะ"
20418,"You sent a photo.
เรียบร้อยแล้วค่ะ",You sent a sticker.
20419,"You sent a photo.
เรียบร้อยแล้วค่ะ",You sent a sticker.
20420,"You sent a photo.
เรียบร้อยแล้วค่ะ",You sent a sticker.
20421,"You sent a photo.
เรียบร้อยแล้วค่ะ",You sent a sticker.
20424,You sent a photo.,"มันตัด ออโต้ ไม่มีสลิปค่ะ
You sent a photo."
20426,"มันตัด ออโต้ ไม่มีสลิปค่ะ
You sent a photo.",ค่ะ
20427,"มันตัด ออโต้ ไม่มีสลิปค่ะ
You sent a photo.",ค่ะ
20429,ค่ะ,ค่ะ
20430,ค่ะ,ค่ะ
20432,ค่ะ,"โทรกลับมาหน่อยค่ะ
You sent a photo.
มันแค่ พันกว่าบาทหรือเปล่าคะ
อ่านผิดค่ะ"
20433,ค่ะ,"โทรกลับมาหน่อยค่ะ
You sent a photo.
มันแค่ พันกว่าบาทหรือเปล่าคะ
อ่านผิดค่ะ"
20434,ค่ะ,"โทรกลับมาหน่อยค่ะ
You sent a photo.
มันแค่ พันกว่าบาทหรือเปล่าคะ
อ่านผิดค่ะ"
20436,"โทรกลับมาหน่อยค่ะ
You sent a photo.
มันแค่ พันกว่าบาทหรือเปล่าคะ
อ่านผิดค่ะ",เติมเรียบร้อยแล้วค่ะ
20438,เติมเรียบร้อยแล้วค่ะ,You sent a sticker.
20440,You sent a sticker.,ค่ะ
20442,ค่ะ,"You sent a sticker.
รบกวนแจ้งยอดตกคอลให้หน่อยค่ะ
พอดี น่าจะเผลอลบไป"
20444,"You sent a sticker.
รบกวนแจ้งยอดตกคอลให้หน่อยค่ะ
พอดี น่าจะเผลอลบไป",You sent a sticker.
20446,You sent a sticker.,เห็นแล้วค่ะ
20448,เห็นแล้วค่ะ,เรียบร้อยค่ะ
20450,เรียบร้อยค่ะ,You sent a sticker.
20452,You sent a sticker.,You sent a sticker.
20454,You sent a sticker.,You sent a sticker.
20456,You sent a sticker.,เรียบร้อยแล้วค่ะ
20458,เรียบร้อยแล้วค่ะ,You sent a sticker.
20460,You sent a sticker.,You sent a sticker.
20462,You sent a sticker.,You sent a sticker.
20464,You sent a sticker.,ค่ะ
20466,ค่ะ,ค่ะ
20468,ค่ะ,You sent a sticker.
20471,โอนเรียบร้อยค่ะ,โอนเพิ่มแล้วค่ะ
20473,โอนเพิ่มแล้วค่ะ,You sent a sticker.
20474,โอนเพิ่มแล้วค่ะ,You sent a sticker.
20476,You sent a sticker.,ค่ะ
20478,ค่ะ,"จะมีแก้ไขยอดอีกไหมคะ
หรือยอดนี้เลย"
20480,"จะมีแก้ไขยอดอีกไหมคะ
หรือยอดนี้เลย","15:30 รบกวนแจ้งยอดอีกครั้งนะคะ
You sent a sticker."
20482,"15:30 รบกวนแจ้งยอดอีกครั้งนะคะ
You sent a sticker.",You sent a sticker.
20483,"15:30 รบกวนแจ้งยอดอีกครั้งนะคะ
You sent a sticker.",You sent a sticker.
20485,You sent a sticker.,"สอบถามค่ะ
ทำไมวันนี้ถึงตก Force คะ
ปรกติแค่ตก call"
20487,"สอบถามค่ะ
ทำไมวันนี้ถึงตก Force คะ
ปรกติแค่ตก call",อ่อค่ะ
20489,อ่อค่ะ,You sent a sticker.
20490,อ่อค่ะ,You sent a sticker.
20492,You sent a sticker.,ค่ะ
20493,You sent a sticker.,ค่ะ
